rec_id,t_id,term_id,term_devanagari,term_iast,wordtree,parent_id,def_id,w_trans,w_def,refn,sys_id
13107,2779,SL-4,धूमपानमिथ्यायोग,dhūmapānamithyāyoga,dhUmapAnamithyAyoga,2775,0,complications of dhUmapāna,"the disorder is characterized by bādhiryam [deafness/ hearing impairment], āndhyam [blindness], mUkatvam [dumbness/ aphasia], raktapittam [bleeding disorder], śiroBramam [giddiness], tRuT [thirst], mUrcCā [syncope/attacks of swooning], madaḥ [intoxication], mohaḥ [confusion/delirium]",Ca.Su.5/38; Ah.Su.21/4,1
13108,2780,SM,कवल-चिकित्सापचारः,kavala-cikitsāpacāraḥ,kavala-cikitsApacAraH,2614,0,complications of therapeutic gargle,,,1
13109,2781,SM-1,कवल-हीनयोगः,kavala-hīnayogaḥ,kavala-hInayogaH,2780,0,complications of inadequate kavala,"the disorder is characterized by jāDyam [dullness/ frigidity/inactiveness], kaPotkleśaḥ [nausea with mucous], arasaj~jānam [ageusia]",Su.Ci. 40/66,1
13110,2782,SM-2,कवल-अतियोगः,kavala-atiyogaḥ,kavala-atiyogaH,2780,0,complications of over administration of kavala,"the disorder is characterized by aruciḥ [tastelessness], pākaḥ [stomatitis], tRuśhNā [thirst]",Su.Ci. 40/66,1
13111,2783,SN,आश्च्योतन-अपचारः,āścyotana-apacāraḥ,AScyotana-apacAraH,2614,0,complications of ophthalmic liquid medication,,,1
13112,2784,SN-1,आश्च्योतन-अयोगः,āścyotana-ayogaḥ,AScyotana-ayogaH,2783,0,inadequate āshcyotana,the disorder is characterized by vikāravRuddhiḥ/na rogaśāntiḥ [aggravation of disease],Ah.Su.23/6,1
13113,2785,SN-2,आश्च्योतन-अतियोगः,āścyotana-atiyogaḥ,AScyotana-atiyogaH,2783,0,over administration of āshcyotana,"the disorder is characterized by kaśhāyavartmatā [lids getting hard and causing sound], gharśham [rubbing friction], kRucCrāt unmeśhaNam [difficulty in opening the lids], sa~gkocaḥ [contraction of eyelids], sPuraNam [pulsating sensation], unmIlanam [winking of eyelids], pravāta-asahatvam [unable to tolerate wind]",Ah.Su.23/6,1
13114,2786,SN-3,अतिशीत-आश्च्योतनः,atiśīta-āścyotanaḥ,atiSIta-AScyotanaH,2783,0,complications of cold āshcyotana,"the disorder is characterized by nistodaḥ [pricking type of pain], staṁBaḥ [fixedness of eye], vedanā [pain], aśruḥ [lacrimation], gharśhaḥ [rubbing friction]",Ah.Su.23/5,1
13115,2787,SN-4,अत्युष्णतीक्ष्ण-आश्च्योतनः,atyuṣṇatīkṣṇa-āścyotanaḥ,atyuShNatIkShNa-AScyotanaH,2783,0,complications of hot āshcyotana,"the disorder is characterized by ruk [pain], rāgaḥ [redness/congestion], dRuknāśaḥ [loss of vision], dāhaḥ [burning sensation], pākaḥ [inflammation/suppuration], dRuśhTidaurbalyam [debility of vision]",Ah.Su.23/5,1
13116,2788,SN-5,अपरिस्रुत-आश्च्योतनः,aparisruta-āścyotanaḥ,aparisruta-AScyotanaH,2783,0,use of un-filtered āshcyotana material,"the disorder is characterized by aśruḥ [lacrimation], gharśhaḥ [rubbing friction], vedanā [pain], saṁramBaḥ [redness/ congesion/ inflammation]",Ah.Su.23/5; As.Su.32/5,1
13117,2789,SO,अञजन-अपचारः,añajana-apacāraḥ,a~jajana-apacAraH,2614,0,complications of collyrium,,,1
13118,2790,SO-1,अञ्जन-मिथ्यायोगः,añjana-mithyāyogaḥ,a~jjana-mithyAyogaH,2789,0,complications of improper collyrium,"the disorder is characterized by saṁramBaḥ [redness/ congesion/ inflammation], aśruḥ [lacrimation], vedanā [pain], āvilatvam  [turbidity/dirtiness], uśhā [burning sensation with sweating and restlessness], rāgaḥ [redness/congestion], dUśhikā [rheum], nistodam [pricking type of pain], kRucCronmIlanam [difficulty in opening the eyelids], śvayathuḥ [swelling], śukraḥ [ā morbid affection of the iris, change of colour, ulceration, and accompanied by imperfect vision], timiraḥ [errors of refraction/partial blindness]",As.Su. 32/21; Ca.Su. 5/17,1
13119,2791,SO-2,अञ्जनातियोगः,añjanātiyogaḥ,a~jjanAtiyogaH,2789,0,over application of collyrium,"the disorder is characterized by santāpaḥ [burning sensation], nistodaḥ [pricking type of pain], śUlam [intermittent pain], stamBaḥ [loss of movement], gharśhaḥ [rubbing friction], aśru [lacrimation], dāruNapratibodhaḥ [difficulty in opening the lids], kaśhāyavartmatā [lids getting hard and causing sound], śiroruk [headache], dRuśhTidaurbalyam [debility of vision]",As.Su.32/21; Su.U.18/76,1
13120,2792,SO-3,लेखनाञ्जन-अपचारः,lekhanāñjana-apacāraḥ,lekhanA~jjana-apacAraH,2789,0,complications of scraping collyrium,,,1
13121,2793,SO-3.1,लेखनाञ्जन-अयोगः,lekhanāñjana-ayogaḥ,lekhanA~jjana-ayogaH,2792,0,inadequate scraping collyrium,"the disorder is characterized by ugrataradośhavat [aggressive form],  []",Su.U.18/78,1
13122,2794,SO-3.2,लेखनाञ्जन-अतियोगः,lekhanāñjana-atiyogaḥ,lekhanA~jjana-atiyogaH,2792,0,over application of scraping collyrium,"the disorder is characterized by jihmanetram [distortion of eyes or vision], dāruNanetram [hardness in eyes], durvarNanetram [discoloration of eyes], srastanetram [flabbiness], atIvarUkśhanetram [excessive dryness of eyes], atimātraṁ syandate  [excessive lacrimation]",Su.U.18/76-77,1
13123,2795,SO-4,प्रसादाञ्जन-अपचारः,prasādāñjana-apacāraḥ,prasAdA~jjana-apacAraH,2789,0,complications of soothing collyrium,,,1
13124,2796,SO-4.1,प्रसादाञ्जन-अयोगः,prasādāñjana-ayogaḥ,prasAdA~jjana-ayogaH,2795,0,inadequate soothing collyrium,the disorder is characterized by apārthakam [insufficient dosage produce no effect at all],Su.U.18/82,1
13125,2797,SO-4.2,प्रसादनाञ्जन-अतियोगः,prasādanāñjana-atiyogaḥ,prasAdanA~jjana-atiyogaH,2795,0,over application of soothing collyrium,,Su.U.18/80,1
13126,2798,SO-5,रोपणाञ्जन-अपचारः,ropaṇāñjana-apacāraḥ,ropaNA~jjana-apacAraH,2789,0,complication of healing collyrium,,,1
13127,2799,SO-5.1,रोपणाञ्जन-अयोगः,ropaṇāñjana-ayogaḥ,ropaNA~jjana-ayogaH,2798,0,inadequate healing collyrium,the disorder is characterized by apārthakam [insufficient dosage produce no effect at all],Su.U.18/82,1
13128,2800,SO-5.2,रोपणाञ्जन-अतियोगः,ropaṇāñjana-atiyogaḥ,ropaNA~jjana-atiyogaH,2798,0,over application of healing collyrium,,Su.U.18/81,1
13129,2801,SP,तर्पण-अपचारः,tarpaṇa-apacāraḥ,tarpaNa-apacAraH,2614,0,complication of soothing,,,1
13130,2802,SP-1,तर्पण-हीनयोगः,tarpaṇa-hīnayogaḥ,tarpaNa-hInayogaH,2801,0,inadequate tarpaNa,"the disorder is characterized by rUkśhanetram [dry eyes], āvilanetram [turbid eyes], asrāDhyanetram [excessive lacrimation], asahaṁ rUpadarśane [photophobia/ intolerance to perceive vision], vyādhivRuddhiḥ [increase in disease characters]",Su.U.18/15,1
13131,2803,SP-2,तर्पण-अतियोगः,tarpaṇa-atiyogaḥ,tarpaNa-atiyogaH,2801,0,over application of tarpaNa,"the disorder is characterized by gurunetram [heaviness of eye], āvilanetram [confused eyes/ turbid eye], atisnigdhanetram [excessive unctuousness of eye], aśruḥ [lacrimation], kaNDUḥ [itching], upadehaḥ [greasiness], dośhasamutkliśhTam [afflicted by  dOśha]",Su.U.18/14,1
13132,2804,SQ,पुटपाक-अपचारः,puṭapāka-apacāraḥ,puTapAka-apacAraH,2614,0,complication of puTapāka,,,1
13133,2805,SQ-1,पुटपाक-हीनयोगः,puṭapāka-hīnayogaḥ,puTapAka-hInayogaH,2804,0,inadequate puTapāka,"the disorder is characterized by netrapākaḥ [inflammation/suppuration of eyes], aśruḥ [lacrimation], harśhaNam [type of pain where internal cooling is felt], dośhodgamaḥ [apperance of  dOśha]",Su.U.18/32,1
13134,2806,SQ-2,पुटपाक-अतियोगः,puṭapāka-atiyogaḥ,puTapAka-atiyogaH,2804,0,over application of puTapāka,"the disorder is characterized by rujā [Pain], śoPaḥ [oedema], piDakā [papule/ eruptions], timirodgamaḥ [appearance of timira/ partial blindness]",Su.U.18/32,1
13135,2807,SR,परिहारकाल-व्यापदः/अपरिहारसेवन,parihārakāla-vyāpadaḥ/aparihārasevana,parihArakAla-vyApadaH/aparihArasevana,2614,0,complications during convalesce,,Ca.Si.12/11-12; Su.Ci.39/27-36,1
13136,2808,SR-1,परिहारकाले उच्चभाष्यम्,parihārakāle uccabhāṣyam,parihArakAle uccaBAShyam,2807,0,talking too loudly during parihārakāla,"the disorder is characterized by śirastāpaḥ [burning sensation in the head], śa~gkhanistodaḥ [pricking pain in temples], karNanistodaḥ [pricking pain in ears], śrotroparodhaḥ [deafness], mukhaśośhaḥ [dryness of mouth], tāluśośhaḥ [dryness of palate], kaNThaśośhaḥ [dryness in the throat], timiraḥ [errors of refraction/partial blindness], pipāsā [thirst], jvaraḥ [fever], tamakaḥ [feeling as if entering into darkness], hanugrahaḥ [lock jaw/catching sensation over jaw], manyāstamBaḥ [torticollis/stiffness of neck], niśhThIvanam [spitting], uraḥśUlaḥ [pain in the chest and sides of the neck], pārśvaśUlaḥ [pain in sides of chest/flanks], hikkā [hiccup], śvāsaḥ [breathlessness/difficult breathing]",Ca.Si.12/14/1,1
13137,2809,SR-2,परिहारकाले रथक्षोभः,parihārakāle rathakṣobhaḥ,parihArakAle rathakShoBaH,2807,0,jolting during parihārakāla,"the disorder is characterized by sandhiśaithilyaḥ [looseness of big joints], parvaśaithilyaḥ [looseness of small joints], hanuśUlaḥ [pain in jaws], nāsāśUlaḥ [nasal pain], karNaśUlaḥ [earache], śiraḥśUlaḥ [headache], todaḥ [pricking pain], kukśhikśhoBaḥ [irritation in the pelvic region], aTopaḥ [gurgling sound of the intestines/ barborygmus], āntrakUjanam [barborygmus/ gurgling sound of intestines], ādhmānam [abdominal distension], hRudayoparodhaḥ [feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia], indriyoparodhaḥ [obstruction in the functioning of sense organs], sPikvedanā [pain in the hips / buttocks], pārśvavedanā [pain in sides of chest/flanks], va~gkśhaNavedanā [pain in the groin], vRuśhaNavedanā [pain in the scrotum], kaTIvedanā [low backpain], pRuśhThavedanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grIvādaurbalyam [weakness of neck], a~ggāBitāpaḥ [burning sensation in limbs], pādaśoPaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharśhaNaḥ [tingling sensation of feet]",Ca.Si.12/14/2,1
13138,2810,SR-3,परिहारकाले अतिचङ्क्रमणम्,parihārakāle aticaṅkramaṇam,parihArakAle atica~gkramaNam,2807,0,prolong sitting during parihārakāla,"the disorder is characterized by pādaśUlaḥ [pain in legs/feet], ja~gghāśUlaḥ [pain in calf region], UruśUlaḥ [pain in thighs], jānuśUlaḥ [pain in knees], va~gkśhaNaśUlaḥ [pain in groins], śroNIśUlaḥ [pain in pelvic region], pRuśhThaśUlaḥ [pain in back], sakthisāda [feeling of weakness/fatigue of thighs], sakthinistoda [pricking pain in legs], piNDikodveśhTanāṁ [calf claudication/cramp in the calf muscles], a~ggamardaḥ [generalised bodyache], aṁsāBitāpaḥ [burning sensation in shoulders/ scapula], sirāharśhaḥ [pulsatile veins], dhamanIharśhaḥ [pulsatile arteries], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough]",Ca.Si.12/14/4,1
13139,2811,SR-4,परिहारकाले अति-आसन,parihārakāle ati-āsana,parihArakAle ati-Asana,2807,0,over walking during parihārakāla,"the disorder is characterized by sPikvedanā [pain in the hips / buttocks], pārśvavedanā [pain in sides of chest/flanks], va~gkśhaNavedanā [pain in groins], vRuśhaNavedanā [pain in scrotum], kaTIvedanā [low backpain], pRuśhThavedanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grIvādaurbalyam [weakness of neck], a~ggāBitāpaḥ [burning sensation in limbs], pādaśoPaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharśhaNaḥ [tingling sensation of feet]",Ca.Si.12/14/3,1
13140,2812,SR-5,परिहारकाले अजीर्णाध्यशन,parihārakāle ajīrṇādhyaśana,parihArakAle ajIrNAdhyaSana,2807,0,indigestion during parihārakāla,"the disorder is characterized by mukhaśośhaḥ [dryness of mouth], ādhmānaḥ [abdominal distension], śulaḥ [colicky pain in the abdomen], nistodaḥ [pricking type of pain], pipāsā [thirst], gātrasādaḥ [exhaustion or tiredness of body], Cardiḥ [vomiting], atIsāraḥ [diarrhoea], mUrcCā [syncope/attacks of swooning], jvaraḥ [fever], pravāhaNam [straining at defecation], āmaviśhaḥ [clinical features of āmaviśha]",Ca.Si.12/14/5,1
13141,2813,SR-6,परिहारकाले अहितभोजनम्,parihārakāle ahitabhojanam,parihArakAle ahitaBojanam,2807,0,unsalutary food during parihārakāla,"the disorder is characterized by anannāBilāśhaḥ [disinclination for food], daurbalyam [weakness], vaivarNyam [discolouration], kaNDUḥ [itching], pāmā [scabies], gātrāvasādaḥ [exhaustion or tirednes to body], grahaNI [clinical features of grahaNI], arśaḥ [haemorrhoids]",Ca.Si.12/14/6,1
13142,2814,SR-7,परिहारकाले दिवास्वप्नः,parihārakāle divāsvapnaḥ,parihArakAle divAsvapnaH,2807,0,Day sleep during parihārakāla,"the disorder is characterized by arocakaḥ [tastelessness], avipākaḥ [indigestion], agnināśaḥ [loss of agni (digestive power)], staimityam [a sensation of being covered with wet clothes], pāNDutvam [pallor], kaNDUḥ [itching], pāmā [scabies], dāhaḥ [burning sensation], CardIḥ [vomiting], a~ggamardaḥ [generalised bodyache], hRutstamBaḥ [tightness in the pericordial region], jāDyam [dullness/ frigidity/inactiveness], tandrā [drowsiness/lassitude], nidrā-prasa~ggaḥ [continuous sleep], granthijanmaḥ [appearance of nodules], daurbalyam [weakness], raktamUtratā [urine with blood, blood coloured urine/ hematuria], raktākśhitā [reddish coloured eyes], tālulepaḥ [coating over the palate]",Ca.Si.12/14/7,1
13143,2815,SR-8,परिहारकाले मैथुनम्,parihārakāle maithunam,parihArakAle maithunam,2807,0,coitus during parihārakāla,"the disorder is characterized by āśubalanāśaḥ [instantaneous loss of strength], urusādaḥ [fatigue / weakness in thighs], śirośUlaḥ [headache], bastiśUlaḥ [pain in basti/ urinary bladder], gudaśUlaḥ [proctalgia], meDhraśUlaḥ [penile pain], va~gkśhaśUlaḥ [pain in groins], UruśUlaḥ [pain in thighs], jānuśUlaḥ [pain in knees], ja~gghāśUlaḥ [pain in calf region], pādaśUlaḥ [pain in legs/feet], hRudayaspandanam [palpitation of heart], netrapIDā [pain in eyes], a~ggaśaithilyam [asthenia of limbs], śukramārgaśoNitāgamanam [bleeding through the seminal passage], kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], śoNitaśhThIvanam [haemoptysis], svarāvasādaḥ [sunken voice], kaTIdaurbalyaḥ [weakness of lumbar region], ekā~ggarogaḥ [paralysis of the one part of the body], sarvā~ggarogaḥ [paralysis of the whole body], muśhkaśvayathu [scrotal oedema], vātasa~gga [retention of vāyu/ flatus], varcasa~gga [retention of stools], mUtrasa~gga [obstruction/retention in passage of urine], śukravisargaḥ [excessive discharge of semen], jāDyam [dullness/ frigidity/inactiveness], vepathuḥ [shivering/tremors], bādhiryam [deafness/ hearing impairment], viśhādaḥ [depression], avalupyata iva gudaḥ [a feeling as if the anus is being cut], tāDyata iva meDhram [pain in the phallus as if it is being hit], avasIdatIva manaḥ [a feeling as if the mind is shrinking], vepate hRudayam [trembling of the heart], pIDyante sandhayaḥ [pain in joints], tamaḥ praveśyata iva [feels as entering into darkness]",Ca.Si.12/14/8,1
13144,2816,SS,शस्त्रकर्म-अपचारः,śastrakarma-apacāraḥ,Sastrakarma-apacAraH,2614,0,complication of improper surgical intervetion,,,1
13145,2817,SS-1,शस्त्रक्षाराग्निविभ्रम (अर्शसां),śastrakṣārāgnivibhrama (arśasāṃ),SastrakShArAgniviBrama (arSasAM),2816,0,surgical negligence (mentioned in case of arshas ),"the disorder is characterized by puṁstvopaghātaḥ [impotence/loss of sexual vigor], śvayathuḥ gude [swelling in the anus], vegavinigrahaḥ [lack of urge for deaecation], ādhmān [abdominal distension], dāruNaṁ śUlam [excruciating pain], vyathā [uneasiness/ agitation/feeling of discomfort], raktātivartanam [excessive bleeding], rUDhānāṁ punarvirohaḥ [recurrence of the pile mass after these are healed], kledaḥ [moistening / soddening], gudaBraṁśaḥ [rectal prolapse], śIghramaraNam [instant death]",Ca.Ci.14/36,1
