Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name_English,Name_English_Under_Index
1127,1164,EF-5,svedavaha-srotoduShTi,(a) svedavahasrotoduṣṭiḥ,स्वेदवह-स्रोतोदुष्टि,-,"It is characterized by absence of perspiration, excess perspiration, excessive roughness, excessive smoothness, burning sensation all over the body and horripilation. This may be explained by derangement of channels (functional or anatomical or both) sweat.",-,Derangement of channels producing sweat pattern (TM2),-
1128,1164,EF-5,svedavaha-srotoduShTi,(a) svedavahasrotoduṣṭiḥ,स्वेदवह-स्रोतोदुष्टि,-,"It is characterized by absence of perspiration, excess perspiration, excessive roughness, excessive smoothness, burning sensation all over the body and horripilation. This may be explained by derangement of channels (functional or anatomical or both) sweat.",-,Derangement of channels producing sweat pattern (TM2),-
1129,1165,EG,asthivahasrotovikAraH,asthivahasrōtōvikāraḥ,अस्थिवहस्रोतोविकारः,-,-,-,disorders of asthivahasrōtas,-
1130,1166,EG-1,asthivahasrotaduShTiH,(a) asthivahasrotoduṣṭiḥ,अस्थिवहस्रोतदुष्टिः,-,"It is characterized by excess aggravation of vata, severe localized and, or generalised body pains, weight loss, extra growth of bone and teeth, deformities in nail and nail bed, deformities in hairs and moustache, splitting pain in bone and toothache. This may be explained by derangement of channels (functional or anatomical or both) enriching bone tissue elements.",-,Derangement of channels enriching bone pattern (TM2),-
1131,1167,EG-2,adhyasthiH,(a) adhyasthiḥ,अध्यस्थिः,-,-,-,Hypertrophy of bone tissue disorder (TM2) ⇒,-
1132,1168,EH,majjAvahasrotovikAraH,,मज्जावहस्रोतोविकारः,-,-,-,disorders of majjāvaha srōtas,-
1133,1169,EH-1,majjAvaha-srotoduShTiH,(a) majjāvahasrotoduṣṭiḥ,मज्जावह-स्रोतोदुष्टिः,-,"It is characterized by inability to perform sexual act, impotence, lack of sexual arousal, birth of diseased offspring, progeny, birth of impotent offspring, birth of offspring with reduced lifespan, birth of offspring with deformities, infertility, abortion, miscarriage, delayed ejaculation, blood tinged semen, no semen on ejaculation. This may be explained by derangement of channels (functional or anatomical or both) enriching seminal fluid.",-,Derangement of channels enriching bone marrow pattern (TM2),-
1134,1170,EH-2,majjAparipAkaH,(a) majjāparipākaḥ,मज्जापरिपाकः,-,-,-,Inflammation of bone marrow disorder (TM2) ⇒,-
1135,1171,EI,SukravahasrotovikAraH,,शुक्रवहस्रोतोविकारः,-,-,-,disorders of śukravahasrōtas,-
1136,1172,EI-1,SukravahasrotoduShTiH,(a) śukravahasrotoduṣṭiḥ,शुक्रवहस्रोतोदुष्टिः,-,"It is characterized by inability to perform sexual act, impotence, lack of sexual arousal, birth of diseased offspring, progeny, birth of impotent offspring, birth of offspring with reduced lifespan, birth of offspring with deformities, infertility, abortion, miscarriage, delayed ejaculation, blood tinged semen, no semen on ejaculation. This may be explained by derangement of channels (functional or anatomical or both) enriching seminal fluid.",-,Derangement of channels enriching seminal fluid pattern (TM2),-
1137,1173,EI-2,klaibyam,(a) klaibyam,क्लैब्यम्,-,"""It is characterised by inability to indulge in sexual act in spite of having desire due to erectile dysfunction This may be explained by: (a) Vitiated vata affecting male genitalia.",-,Erectile dysfunction disorder (TM2),-
1138,1174,EI-2.1,bIjopaghAtajaklaibyam,bījōpaghātajaklaibyam,बीजोपघातजक्लैब्यम्,-,"the disorder is characterized by pāṇḍuvarṇaḥ [pallor], sudurbalaḥ [weakness of the body], alpaprāṇaḥ (pramadāsu) [low-vitality], apraharṣaḥ (pramadāsu) [lack of interest in sex], hr̥drōgaḥ [diseases of heart], pāṇḍurōgaḥ [pallor/clinical features of paṇḍu], tamakaḥ [black outs], kāmalā [clinical features of jaundice], śramaḥ [exhaustion/fatigue], chardiḥ [vomiting], atīsāraḥ [diarrhoea], śūlaḥ [colicky pain in the abdomen], kāsaḥ [cough], jvaraḥ [fever]",-,klaibya due to abnormal bīja,-
1139,1175,EI-2.2,dhvajaBa~ggajaklaibyam,dhvajabhaṅgajaklaibyam,ध्वजभङ्गजक्लैब्यम्,-,"the disorder is characterized by śvayathuḥ mēḍhrē [oedema in penis], vēdanā mēḍhrē [pain in penis], rāgaḥ mēḍhrē [redness in penis], tīvra sphōṭāḥ [blisters on penis], liṁgapākaḥ [inflammation of penis], māṁsavr̥ddhiḥ [fleshy mass on penis/], kṣipraṁ vraṇāḥ bhavanti [quick developing ulcers], pulākōdakasaṅkāśaḥ srāvaḥ [discharge resembles thewashing, flesh from penis], śyāvasrāvaḥ [brownish discharge], aruṇasrāvaḥ [slightly reddish discharge], valayīkurutē mēḍhram [bending of penis], kaṭhinam mēḍhram [hardness], jvaraḥ [fever], tr̥ṣṇā [thirst], bhramaḥ [giddiness or dizziness], mūrchā [syncope/attacks of swooning], chardiḥ [vomiting], raktaraktasrāvaḥ vraṇāt [reddish bleeding from ulcers], kr̥ṣṇaraktasrāvaḥ vraṇāt [blackish bleeding from ulcers], nīlaraktasrāvaḥ vraṇāt [bluish bleeding from ulcers], āvilaraktasrāvaḥ vraṇāt [turbid bleeding from ulcers], aninā iva dagdhasya savēdanā tīvradāhaḥ bastau [severe burning sensation in bladder], aninā iva dagdhasya savēdanā tīvradāhaḥ vuṣaṇayōḥ [severe burning sensation in penis], aninā iva dagdhasya savēdanā tīvradāhaḥ sīvanyām [severe burning sensation in perieum], aninā iva dagdhasya savēdanā tīvradāhaḥ vaṁkṣaṇēṣu [severe burning sensation in groins], kadācit pichilasrāvaḥ [occasional slimy discharge], kadācit pāṇḍusrāvaḥ [occasional white discharge], mandaśvayathuḥ [slow increasing oedema], staimityam [a sensation of being covered with wet clothes], alpaparisravaḥ [diminished ejaculation], cirācca pākaṁ vrajati [delayed suppuration], śīghraṁ vā pramucyatē [rapid relief], kr̥mayaḥ jāyantē [manifestation of kr̥mi (worms)], klēdaḥ [moistening /soddening], pūtigandhaḥ [putrid smell], viśīryantē maṇiḥ [damaged /decayed glans penis], viśīryantē mēḍhram [damaged /decayed penis], viśīryantē muṣkaḥ [damaged /decayed scrotum]",-,klaibya due to erectile dysfunction,-
1140,1176,EI-2.3,jarAjanyaklaibyam,jarājanyaklaibyam,जराजन्यक्लैब्यम्,-,"the disorder is characterized by daurbalyam [weakness], atyarthaṁ dhātukṣayam [excessive depletion of dhātu], kṣipraṁ vyādhiḥ aśnutē [becomes sick easily], balakṣayaḥ [loss of physical strength or weakness], dainyam [apathya], vaivarṇyam [discolouration]",-,senile-klaibya,-
1141,1177,EI-2.4,SukrakShayajaklaibyam,śukrakṣayajaklaibyam,शुक्रक्षयजक्लैब्यम्,-,"the disorder is characterized by dhātu kṣaya [diminution of body tissue elements], śukrakṣaya [diminution of semen], ghōraṁ vyādhimavāpnōti [result in serious diseases], maraṇaṁ vā gacchati [result in even death also]",-,klaibya due to depletion of śukra,-
1142,1178,EI-2.5,paittikaklaibyam,paittikaklaibyam,पैत्तिकक्लैब्यम्,-,-,-,klaibya due to pitta,-
1143,1179,EI-2.6,sirACedajanyaklaibyam,sirāchēdajanyaklaibyam,सिराछेदजन्यक्लैब्यम्,-,-,-,klaibya due to venipuncture,-
1144,1180,EI-2.7,sahajaklaibyam,sahajaklaibyam,सहजक्लैब्यम्,-,-,-,congenital klaibya,-
1145,1181,EI-2.7.1,IrShyakaH,īrṣyakaḥ,ईर्ष्यकः,-,"the disorder is characterized by dr̥ṣṭvā vyavāyamanyēṣāṁ vyavāyē pravartatē [able to perform intercourse after seeing the intercourse of others], īrṣyābhibūtaḥ api mandaharṣaḥ [sexually provoked by seeing at sexual activity]",-,scopophilic,-
1146,1182,EI-2.7.2,AsekyaH,āsēkyaḥ,आसेक्यः,-,the disorder is characterized by śukraṁ prāśya dhvajōcchrāyam labhatē [person obtains erection of penis when he swallowes the semen],-,becoming sexually active by tasting semen,-
1147,1183,EI-2.7.3,kumBIkaH,kumbhīkaḥ,कुम्भीकः,-,the disorder is characterized by svē gudēऽbrahmacaryādyaḥ strīṣu puṁvat pravartatē [capable of normal sexual intercourse only after anal stimulation by intercourse with another man],-,sodomite,-
1148,1184,EI-2.7.4,sugandhikaH,sugandhikaḥ,सुगन्धिकः,-,the disorder is characterized by yōniśēphasōrgandhamāghrāya labhatē balam [gets strength erection by smelling the odour of penis and vagina],-,becoming sexually active by smelling genitals,-
1149,1185,EI-2.7.5,ShaNDaH,ṣaṇḍaḥ,षण्डः,-,"the disorder is characterized by anārtavā [amenorrhoea], astanī [absence of breasts], kharasparśā ca maithunē [roughness of yōni during coitus]",-,impotent/infertile,-
1150,1186,EI-2.7.6,tRuNaputrikaH,tr̥ṇaputrikaḥ,तृणपुत्रिकः,-,the disorder is characterized by puruṣākr̥tibhūyiṣṭhamapuruṣam [a child who is not a complete male but only having musculine charecteristics of male in abundance],-,transgender-male,-
1151,1187,EI-2.7.7,vArtA,vārtā,वार्ता,-,the disorder is characterized by stryākr̥tibhūyiṣṭhāmastrim [a child who is not a complete female but only having the feminine characteristics in abundance],-,transgender-female,-
1152,1188,EI-3,retodoShaH,rētōdōṣaḥ,रेतोदोषः,-,-,-,disorders of semen and sperm,-
1153,1189,EI-3.1,vAtaduShTa-retas,vātaduṣṭa-rētas,वातदुष्ट-रेतस्,-,"the disorder is characterized by kr̥cchra śukratā [difficult emission of semen], alpa śukratā [small quantity of semen ejaculation], vātavarṇavēdanam [blackish coloured semen and associated with pain]",-,semen viatiated by vāta,-
1154,1190,EI-3.1.1,tanu-retas,tanu-rētas,तनु-रेतस्,-,"the disorder is characterized by kr̥cchra (śukrapravartanam) [semen ejaculated with pain], alpa (śukrapravartanam) [less amount of semen], upahataṁ śukraṁ na garbhāya kalpatē [vitiated semen does not help in conception]",-,hypoviscous-semen,-
1155,1191,EI-3.1.2,rUkSha-retas,rūkṣa-rētas,रूक्ष-रेतस्,-,"the disorder is characterized by kr̥cchra (śukrapravartanam) [semen ejaculated with pain], alpa (śukrapravartanam) [less amount of semen], upahataṁ śukraṁ na garbhāya kalpatē [vitiated semen does not help in conception]",-,non-unctuous-semen,-
1156,1192,EI-3.1.3,Penila-retas,phēnila-rētas,फेनिल-रेतस्,-,"the disorder is characterized by kr̥cchra (śukrapravartanam) [semen ejaculated with pain], alpa (śukrapravartanam) [less amount of semen], upahataṁ śukraṁ na garbhāya kalpatē [vitiated semen does not help in conception]",-,frothy-semen,-
1157,1193,EI-3.2,pittaduShTa-retas,pittaduṣṭa-rētas,पित्तदुष्ट-रेतस्,-,"the disorder is characterized by nīlavarṇam [bluish discoloration], pītavarṇam [yellowish discoloration], atyuṣṇam [excessively hot in nature], pūtigandhiḥ [putrid smell], dāhaḥ [burning sensation], pittavarṇavēdanam [yellow coloured semen with burning sensation]",-,semen vitiated by pitta,-
1158,1194,EI-3.2.1,vivarNa-retas,vivarṇa-rētas,विवर्ण-रेतस्,-,"the disorder is characterized by sanīlam [semen posses blue discoloartion], pītam [yellow coloured], atyuṣṇam [excessively hot in nature], dāhaḥ [burning sensation]",-,discoloured semen,-
1159,1195,EI-3.2.2,pUti-retas,pūti-rētas,पूति-रेतस्,-,"the disorder is characterized by sanīlam [semen posses blue discoloartion], pītam [yellow coloured], atyuṣṇam [excessively hot in nature], dāhaḥ [burning sensation]",-,semen with putrid smell,-
1160,1196,EI-3.3,kaPaduShTa-retas,kaphaduṣṭa-rētas,कफदुष्ट-रेतस्,-,"the disorder is characterized by baddhamārgam [obstruction of seminal passage], atyarthapicchilam [exceedingly slimy], ślēṣmavarṇavēdanam [whitish coloured semen with dull pain]",-,semen vitiated by kapha,-
1161,1197,EI-3.3.1,atipicCila-retas,atipicchila-rētas,अतिपिच्छिल-रेतस्,-,"the disorder is characterized by baddhamārgam [obstruction of seminal passage], atyarthapicchilam [exceedingly slimy]",-,excessively slimy semen,-
1162,1198,EI-3.4,raktAnvita-retas,raktānvita-rētas,रक्तान्वित-रेतस्,-,"the disorder is characterized by rudhirānvitam śukraṁ pravartatē [semen gets ejaculated generally in association with blood], kuṇapagandhiḥ [cadaveric smell], analpam [large in quantity]",-,hematospermia,-
1163,1199,EI-3.5,anyadhAtUpahita-retas,anyadhātūpahita-rētas,अन्यधातूपहित-रेतस्,-,"the disorder is characterized by rudhirānvitam śukraṁ pravartatē [semen gets ejaculated generally in association with blood], []",-,semen mixed with other dhātu,-
1164,1200,EI-3.6,avasAdi-retas/grathita-retas,avasādi-rētas/grathita-rētas,अवसादि-रेतस्/ग्रथित-रेतस्,-,"the disorder is characterized by kr̥cchra śukrapravartanam [semen ejaculated with pain], grathitam [clumpy], avasādi [which sinks when placed in water]",-,semen which sinks to the bottom when placed on water,-
1165,1201,EI-3.7,vAtapittaduShTa-retas,vātapittaduṣṭa-rētas,वातपित्तदुष्ट-रेतस्,-,the disorder is characterized by kṣīṇa rētasaḥ [less amount of semen],-,semen vitiated by vāta and pitta,-
1166,1202,EI-3.8,vAtakaPaduShTa-retas,vātakaphaduṣṭa-rētas,वातकफदुष्ट-रेतस्,-,the disorder is characterized by granthibhūta rētasaḥ [knotty],-,semen vitiated by vāta and kapha,-
1167,1203,EI-3.9,pittakaPaduShTa-retas,pittakaphaduṣṭa-rētas,पित्तकफदुष्ट-रेतस्,-,the disorder is characterized by pūtipūyanibhaṁ rētasaḥ [semen resembling putrid pus],-,semen vitiated by pitta and kapha,-
1168,1204,EI-3.10,raktapittaduShTa-retas,raktapittaduṣṭa-rētas,रक्तपित्तदुष्ट-रेतस्,-,the disorder is characterized by pūyābham [pus like semen discharge],-,semen vitiated by rakta and pitta,-
1169,1205,EI-3.11,sAnnipAtaduShTa-retas/mUtra-viTpraBa-retas,sānnipātaduṣṭa-rētas/mūtra-viṭprabha-rētas,सान्निपातदुष्ट-रेतस्/मूत्र-विट्प्रभ-रेतस्,-,the disorder is characterized by mūtrapurīṣagandhiḥ rētasaḥ [semen posses odour of urine and faeces],-,semen vitiated by all three dōṣa,-
1170,1206,EI-4,SUkarogaH,(a) śūkarogaḥ,शूकरोगः,-,-,-,"Inflammation of penis disorder due to application of ointments etc., (TM2) ⇒",-
1171,1207,EI-4.1,avamanthaH,,अवमन्थः,-,-,-,depressed-śūkarōga,-
1172,1208,EF-2.6.5,alajI-SUkarogaH,,अलजी-शूकरोगः,-,-,-,scorching-śūkarōga,-
1173,1209,EI-4.2,aShThIlikA,,अष्ठीलिका,-,-,-,sclerotic-śūkarōga,-
1174,1210,EI-4.3,avapATikA,,अवपाटिका,-,-,-,frenular tear,-
1175,1211,EI-4.4,uttamA,,उत्तमा,-,-,-,blackgramm like eruptions-śūkarōga,-
1176,1212,EI-4.5,kumBikA,,कुम्भिका,-,-,-,Indian black plum seed like-śūkarōga,-
1177,1213,EI-4.6,grathitaH,,ग्रथितः,-,-,-,knotted-śūkarōga,-
1178,1214,EI-4.7,niruddhamaNiH,,निरुद्धमणिः,-,-,-,phimosis,-
1179,1216,EI-4.8,tvakpAkaH,,त्वक्पाकः,-,-,-,posthitis,-
1180,1217,EI-4.9,puShkarikA,,पुष्करिका,-,-,-,lotus petal-balanitis,-
1181,1218,EI-4.10,mAMsapAkaH (meDhra),,मांसपाकः (मेढ्र),-,-,-,balanitis,-
1182,1219,EI-4.11,mAMsArbudaH,,मांसार्बुदः,-,-,-,penile tumour,-
1183,1220,EI-4.12,mRuditaH,,मृदितः,-,-,-,traumatic balanitis,-
1184,1221,EI-4.13,vidradhiH (SUkarogaH),(a) vidradhiḥ,विद्रधिः (शूकरोगः),-,"It is characterised by pain, swelling, redness of the affected part, discharge of the pus. This may be explained by: (a) Aggravation of pittadosha affecting skin, fat, muscle tissue resulting in swelling and suppuration.",-,Abscess disorder (TM2),-
1185,1222,EI-4.14,SataponakaH,,शतपोनकः,-,-,-,multiple opening-penile abscess,-
1186,1223,EI-4.15,SoNitArbudaH,,शोणितार्बुदः,-,-,-,penile tumour due to rakta,-
1187,1224,EI-4.16,sarShapikA,,सर्षपिका,-,-,-,mustard-erruptions on penis,-
1188,1225,EI-4.17,saMmUDhapiDakA,,संमूढपिडका,-,-,-,friction-blister on penis,-
1189,1226,EI-4.18,sparSahAniH,,स्पर्शहानिः,-,-,-,hypoesthesia on penis,-
1190,1227,EI-4.19,nivRuttaH(maNi),,निवृत्तः(मणि),-,-,-,prepucial polyp/skin tag,-
1191,1228,EI-5,upadaMSaH,(a) upadaṃśaḥ,उपदंशः,-,"It is characterised painful or burning micturition, discharge of pus in urine, also associated with urethral swelling. This may be explained by: (a) Physical injury, unhygienic sexual practices affecting three dosha, blood separately or in combination all of them, leading to development of lesions on the genitals.",-,Gonorrhoea disorder (TM2),-
